Poz20167;Poz2016;Firma;PKD;Przychody;WynikNett;siedziba;coord;NEIGHBORHOOD;teryt;nazwa
658;633;Alpla Opakowania z Tworzyw Sztucznych, Żywiec;2222;579912;46884;Żywiec, PL;49.689034 19.20305;PL,PL;2417;żywiecki
659;724;Arrow ECS sp. z o.o., Kraków;4651;579791;13067;Kraków, PL;50.064529 19.983206;PL,PL;1206;krakowski
660;779;International Tobacco Machinery Poland, Radom;2893;579588;122521;Radom, PL;51.40107 21.153411;PL,PL;1463;m.Radom
661;1203;Dekpol sp. z o.o., Pinczyn;4120;578992;32979;Pinczyn, PL;53.960259 18.34905;PL,PL;2206;kościerski
662;622;Frosta sp. z o.o., Bydgoszcz;1020;576736;19299;Bydgoszcz, PL;53.121965 18.000253;PL,PL;0461;m.Bydgoszcz
663;551;Agrosimex sp. z o.o., Błędów;4675;575719;17786;Błędów, PL;51.777361 20.697279;PL,PL;1406;grójecki
664;674;ZM Wierzejki sp.j., Zembry;1011;574673;6216;Zembry, PL;52.043712 22.519377;PL,PL;0611;łukowski
665;681;Magna Car Top Systems Poland sp. z o.o., Tychy;2932;573727;33475;Tychy, PL;50.124731 18.986993;PL,PL;2477;m.Tychy
666;615;Avio sp. z o.o., Bielsko-Biała;3030;572867;52051;Bielsko-Biała, PL;49.822118 19.044894;PL,PL;2461;m.Bielsko-Biała
667;635;Bakoma SA, Warszawa;1051;572059;32566;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
668;688;Vorwerk Autotec Polska sp. z o.o., Brodnica;2219;571981;1454;Brodnica, PL;53.25811 19.399433;PL,PL;0402;brodnicki
669;602;Asseco South Eastern Europe SA, Rzeszów;6201;570859;54648;Rzeszów, PL;50.037453 22.004717;PL,PL;1863;m.Rzeszów
671;648;Sits sp. z o.o., Brodnica;3109;570601;21364;Brodnica, PL;53.25811 19.399433;PL,PL;0402;brodnicki
672;628;Ruukki Polska sp. z o.o., Żyrardów;4391;570023;-780;Żyrardów, PL;52.054331 20.443501;PL,PL;1405;grodziski(mazowieckie)
673;752;Serwistal sp. z o.o., Ełk;2550;569960;28177;Ełk, PL;53.817517 22.350371;PL,PL;2805;ełcki
674;587;ZPUE SA GK, Włoszczowa;2712;568510;-5922;Włoszczowa, PL;50.852073 19.966777;PL,PL;2602;jędrzejowski
675;703;Manpowergroup sp. z o.o., Warszawa;7810;567737;14465;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
676;599;Fabryka Farb i Lakierów Śnieżka SA GK, Warszawa;2030;566998;56692;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
677;677;JOST Polska sp. z o.o., Nowa Sól;2932;566574;33417;Nowa Sól, PL;51.803249 15.711935;Sól,;0804;nowosolski
678;824;OEX SA, Warszawa;4651;565638;16383;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
679;859;Izostal SA, Zawadzkie;2561;563996;9136;Zawadzkie, PL;51.906389 17.899444;PL,PL;3020;pleszewski
680;669;Dr Oetker Polska sp. z o.o., Gdańsk;1086;563967;38299;Gdańsk, PL;54.347628 18.645203;PL,PL;2261;m.Gdańsk
681;649;JAS-FBG SA GK, Katowice;5229;563789;14220;Katowice, PL;50.259899 19.021585;PL,PL;2469;m.Katowice
682;891;Huta Stalowa Wola SA, Stalowa Wola;2540;563496;14226;Stalowa Wola, PL;50.568985 22.064467;Wola,;1818;stalowowolski
683;644;PH Alfa Elektro sp. z o.o., Katowice;4690;561971;6619;Katowice, PL;50.259899 19.021585;PL,PL;2469;m.Katowice
684;806;Mckeen Beef Ubojnia sp. z o.o., Dobra;1011;558941;12541;Dobra, PL;51.762787 19.481744;PL,PL;1006;łódzki wschodni
685;578;Eaton Automotive Components sp. z o.o., Tczew;2811;558682;145883;Tczew, PL;54.086953 18.800029;PL,PL;2214;tczewski
686;556;Blue Media SA, Sopot;6209;558475;4438;Sopot, PL;54.444667 18.568587;PL,PL;2264;m.Sopot
687;666;Amplus sp. z o.o., sp.k., Koniusza;4631;557933;7327;Koniusza, PL;50.204132 20.529751;PL,PL;2603;kazimierski
688;671;Euroglas Polska sp. z o.o., Ujazd;2311;557757;184429;Ujazd, PL;51.715523 19.465674;PL,PL;1008;pabianicki
689;872;Stena Recycling sp. z o.o., Warszawa;3811;556411;-1951;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
690;643;KPMG sp. z o.o. GK, Warszawa;6920;555637;b.d.;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
691;597;C&A sp. z o.o., Warszawa;4771;555317;-8984;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
693;685;SM Spomlek, Radzyń Podlaski;1051;552170;4460;Radzyń Podlaski, PL;51.782725 22.620882;Podlaski,;0615;radzyński
694;646;PPHU Konspol-Bis sp. z o.o., Słupca;1012;552021;28453;Słupca, PL;52.287292 17.871361;PL,PL;3023;słupecki
695;721;Pol-Mot Auto sp. z o.o., Warszawa;4511;551872;1117;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
696;748;Sobieski Trade sp. z o.o., Witkowo;4634;549765;-19424;Witkowo, PL;52.439588 17.772514;PL,PL;3003;gnieźnieński
697;603;Takeda Pharma sp. z o.o., Warszawa;2120;548486;16281;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
698;684;Mesko SA, Skarżysko-Kamienna;2540;548473;-39116;Skarżysko-Kamienna, PL;51.122778 20.856666;PL,PL;2610;skarżyski
699;654;Globe Trade Centre SA GK, Warszawa;6820;548111;664459;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
700;780;ZM Silesia SA, Katowice;2443;546944;-8271;Katowice, PL;50.259899 19.021585;PL,PL;2469;m.Katowice
701;717;3M Poland Manufacturing sp. z o.o., Wrocław;2120;546452;49414;Wrocław, PL;51.108978 17.032669;PL,PL;0223;wrocławski
702;751;PPHU Nik Pol sp. z o.o., Ruda Śląska;1013;546373;10172;Ruda Śląska, PL;50.273242 18.859407;Śląska,;2478;m.Zabrze
703;763;Lerg SA, Pustków;2016;546193;16218;Pustków, PL;50.142781 21.490608;PL,PL;1803;dębicki
704;749;Hart sp. z o.o., Opole;4531;545396;27173;Opole, PL;50.666818 17.923641;PL,PL;1661;m.Opole
705;652;Mokate sp. z o.o., Żary;1083;543826;45301;Żary, PL;51.638516 15.142249;PL,PL;0810;żagański
706;;Syntom SA, Warszawa;4677;543561;10999;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
707;662;SBS sp. z o.o., Łódź;4673;541811;428;Łódź, PL;51.768732 19.456991;PL,PL;1008;pabianicki
708;637;Comp SA GK, Warszawa;4651;541053;677;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
709;753;Grecos Holiday sp. z o.o., Poznań;7912;540682;20100;Poznań, PL;52.440615 16.91905;PL,PL;3064;m.Poznań
710;930;Mostostal Siedlce sp. z o.o. sp.k., Siedlce;2511;540654;26773;Siedlce, PL;52.166375 22.276514;PL,PL;1464;m.Siedlce
711;700;WZF Polfa SA, Warszawa;2120;539994;108537;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
712;606;Stelmet SA GK, Zielona Góra;1610;538089;19416;Zielona Góra, PL;51.938334 15.504995;Góra,;0809;zielonogórski
713;1164;Ingensum sp. z o.o., Warszawa;6612;537747;63;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
714;848;Mastermedia Cioczek i Wójciak sp.j., Lublin;4639;537419;26175;Lublin, PL;51.231292 22.568964;PL,PL;0609;lubelski
715;650;Amcor Specialty Cartons Polska sp. z o.o., Łódź;1812;535785;33805;Łódź, PL;51.768732 19.456991;PL,PL;1008;pabianicki
716;580;Scandagra Polska sp. z o.o., Osielsko;4675;533692;b.d.;Osielsko, PL;53.186297 18.076978;PL,PL;0461;m.Bydgoszcz
718;694;Sempertrans Bełchatów sp. z o.o., Rogowiec;2219;527597;24715;Rogowiec, PL;50.693407 16.314926;PL,PL;0221;wałbrzyski
719;617;Przeds. Budowy Kopalń PeBeKa SA, Lubin;4399;525788;12533;Lubin, PL;51.397447 16.205128;PL,PL;0211;lubiński
720;665;John Deere Polska sp. z o.o., Suchy Las;4669;525513;22992;Suchy Las, PL;52.317475 22.825703;Las,;1410;łosicki
721;664;Dajar sp. z o.o., Koszalin;4644;522624;26817;Koszalin, PL;54.19092 16.17707;PL,PL;3261;m.Koszalin
722;944;B.S.K. Return SA, Zawiercie;4672;520960;7217;Zawiercie, PL;50.484438 19.433394;PL,PL;2416;zawierciański
723;716;Autoneum Poland sp. z o.o., Katowice;2932;520732;31647;Katowice, PL;50.259899 19.021585;PL,PL;2469;m.Katowice
724;653;Dxc Technology Polska sp. z.o., Warszawa;6209;519111;19460;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
725;680;Aluplast sp. z o.o., Poznań;2223;518452;20747;Poznań, PL;52.440615 16.91905;PL,PL;3064;m.Poznań
726;783;Kaczmarek Malewo sp.j., Gostyń;2221;517292;62133;Gostyń, PL;51.884934 17.013286;PL,PL;3004;gostyński
727;862;PKC Group Poland sp. z o.o., Starachowice;2931;515974;-20138;Starachowice, PL;51.051887 21.076138;PL,PL;2611;starachowicki
728;1249;Lumiko sp. z o.o., Łuków;1051;515285;12748;Łuków, PL;51.926392 22.38508;PL,PL;0615;radzyński
729;693;AIR Products sp. z o.o., Warszawa;2011;514851;62826;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
730;651;Grammer Automotive, Bielsko-Biała;2932;513114;13791;Bielsko-Biała, PL;49.822118 19.044894;PL,PL;2461;m.Bielsko-Biała
731;842;Sii sp. z o.o., Warszawa;6201;512461;50638;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
732;639;Leaseplan Fleet Management sp. z o.o., Warszawa;7711;512267;26558;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
733;768;Diagnostyka sp. z o.o., Kraków;8690;512169;56550;Kraków, PL;50.064529 19.983206;PL,PL;1206;krakowski
734;601;Ceramika Paradyż sp. z o.o., Opoczno;2331;511910;5854;Opoczno, PL;51.376816 20.28645;PL,PL;1007;opoczyński
735;900;Servier Polska Services sp. z o.o., Warszawa;4646;510578;5460;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
736;1028;PG Silesia sp. z o.o., Czechowice-Dziedzice;510;509014;-111102;Czechowice-Dziedzice, PL;49.911215 19.007564;PL,PL;2403;cieszyński
738;729;Cementownia Warta SA, Działoszyn;2351;505328;42324;Działoszyn, PL;51.116804 18.865163;PL,PL;1009;pajęczański
739;689;Foodcare sp. z o.o., Zabierzów;1089;502117;20036;Zabierzów, PL;50.114639 19.799381;PL,PL;1206;krakowski
740;772;Novo SA, Tychy;4646;501942;4329;Tychy, PL;50.124731 18.986993;PL,PL;2477;m.Tychy
741;695;MPK SA, Kraków;4931;501737;10363;Kraków, PL;50.064529 19.983206;PL,PL;1206;krakowski
742;732;Crist sp. z o.o., Gdynia;3011;500914;6194;Gdynia, PL;54.451129 18.323977;PL,PL;2205;kartuski
743;955;Target Polska sp. z o.o. sp.k., Warszawa;4633;498049;13986;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
744;747;BA Glass Poland sp. z o.o., Poznań;2313;496547;58081;Poznań, PL;52.440615 16.91905;PL,PL;3064;m.Poznań
745;670;Sante A Kowalski sp.j., Warszawa;1061;496117;16138;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
746;731;Ambra SA GK, Warszawa;1102;495660;41889;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
747;619;Zakłady Drobiarskie Koziegłowy sp. z o.o., Koziegłowy;1013;495341;651;Koziegłowy, PL;52.651294 16.079596;PL,PL;3014;międzychodzki
748;734;Golpasz SA, Golub-Dobrzyń;1091;494580;5533;Golub-Dobrzyń, PL;53.113892 19.05445;PL,PL;0405;golubsko-dobrzyński
749;770;Mas sp. z o.o., Katowice;4690;493677;8685;Katowice, PL;50.259899 19.021585;PL,PL;2469;m.Katowice
750;745;Crown Packaging sp. z o.o., Goleniów;2592;493568;-2860;Goleniów, PL;53.56636 14.830621;PL,PL;3204;goleniowski
751;720;United Beverages SA, Toruń;4634;492711;10623;Toruń, PL;53.021067 18.618612;PL,PL;0415;toruński
752;807;Arge Paliwa sp. z o.o., Kraków;4671;492380;139;Kraków, PL;50.064529 19.983206;PL,PL;1206;krakowski
753;742;Zakłady Mięsne Szubryt, Chełmiec;1013;492058;9120;Chełmiec, PL;51.057185 22.734083;PL,PL;0617;świdnicki(lubelskie)
754;705;Instal - Konsorcjum sp. z o.o., Wrocław;4690;490626;1884;Wrocław, PL;51.108978 17.032669;PL,PL;0223;wrocławski
756;743;Pamapol SA GK, Rusiec;1013;489529;-2567;Rusiec, PL;51.32452 18.98603;PL,PL;1001;bełchatowski
757;718;Aquanet SA GK, Poznań;3600;488153;65679;Poznań, PL;52.440615 16.91905;PL,PL;3064;m.Poznań
758;839;Biuro Techniczno-Handlowe BTH Import-Stal, Kraków;4674;486456;33473;Kraków, PL;50.064529 19.983206;PL,PL;1206;krakowski
759;760;Stocznia Remontowa Nauta SA, Gdynia;3315;486206;b.d.;Gdynia, PL;54.451129 18.323977;PL,PL;2205;kartuski
760;657;GPEC sp. z o.o. GK, Gdańsk;3530;486161;64936;Gdańsk, PL;54.347628 18.645203;PL,PL;2261;m.Gdańsk
761;690;Agrocentrum sp. z o.o., Kolno;1091;486075;1937;Kolno, PL;53.410938 21.931244;PL,PL;2006;kolneński
762;840;Panalpina Polska sp. z o.o., Wrocław;5229;485197;23100;Wrocław, PL;51.108978 17.032669;PL,PL;0223;wrocławski
763;676;ELIT Polska sp. z o.o., Kraków;4531;485086;-7992;Kraków, PL;50.064529 19.983206;PL,PL;1206;krakowski
765;815;Kaczmarek Electric SA GK, Wolsztyn;4690;483651;4981;Wolsztyn, PL;52.11725 16.112662;PL,PL;3005;grodziski(wielkopolskie)
766;931;SPX Flow Technology Poland sp. z o.o., Bydgoszcz;2893;483553;13989;Bydgoszcz, PL;53.121965 18.000253;PL,PL;0461;m.Bydgoszcz
768;784;Targban sp. z o.o., Warszawa;4631;483195;8667;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
769;682;Pfleiderer Wieruszów sp. z o.o., Wieruszów;1261;481050;-7384;Wieruszów, PL;51.295165 18.151062;PL,PL;3008;kępiński
770;836;Wialan Langer i Wiatr sp.j., Tarnów;4675;480513;7783;Tarnów, PL;50.012378 20.988074;PL,PL;1263;m.Tarnów
771;776;Copernicus Podmiot Leczniczy sp. z o.o., Gdańsk;8610;479464;-13771;Gdańsk, PL;54.347628 18.645203;PL,PL;2261;m.Gdańsk
772;699;Zakłady Lentex SA GK, Lubliniec;1395;478677;41045;Lubliniec, PL;50.669063 18.682579;PL,PL;1608;oleski
775;735;SumiRiko Poland sp. z o.o., Wolbrom;2219;474205;-3666;Wolbrom, PL;50.384839 19.759884;PL,PL;2416;zawierciański
776;758;KNAUF sp. z o.o., Warszawa;4673;473841;57230;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
777;655;Koral SA, Tczew;1020;472357;-25769;Tczew, PL;54.086953 18.800029;PL,PL;2214;tczewski
778;692;Metro Warszawskie sp. z o.o., Warszawa;4931;472071;25439;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
779;778;Arval Service Lease sp. z o.o., Warszawa;7711;471926;29908;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
780;1065;Firma Frankiewicz sp. z o.o., Grodzisk Wlkp.;4621;471128;909;Grodzisk Wlkp., PL;52.22632 16.362811;Wlkp.,;3005;grodziski(wielkopolskie)
781;834;HP INC Polska sp. z o.o., Warszawa;4651;470878;1906;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
782;661;Astellas Pharma sp. z o.o., Warszawa;4618;469925;8938;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
783;762;Mckeen Beef sp. z o.o., Listków;1013;468782;b.d.;Listków, PL;51.043956 21.293413;PL,PL;2606;opatowski
784;710;Zenith Poland sp. z o.o., Warszawa;7312;467406;8639;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
785;809;Kajima Poland sp. z o.o., Warszawa;4110;467108;30574;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
786;812;Salzgitter Mannesmann Stahlhandel, Słupca;4672;466530;4349;Słupca, PL;52.287292 17.871361;PL,PL;3023;słupecki
787;800;Wirtualna Polska SA GK, Gdańsk;6110;465613;40032;Gdańsk, PL;54.347628 18.645203;PL,PL;2261;m.Gdańsk
788;942;ZUE SA GK, Kraków;4212;465316;233;Kraków, PL;50.064529 19.983206;PL,PL;1206;krakowski
789;741;MPWiK SA, Kraków;3600;464199;51534;Kraków, PL;50.064529 19.983206;PL,PL;1206;krakowski
790;766;Bakalland SA, Warszawa;1039;464085;-8714;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
791;579;NTT System SA GK, Warszawa;4651;463829;1613;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
792;588;CD Projekt SA GK, Warszawa;6201;463184;200270;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
794;781;Adampol SA, Zaścianki;4941;462095;5939;Zaścianki, PL;53.126306 23.238641;PL,PL;2002;białostocki
795;787;AB Bechcicki sp. z o.o., Wrocław;4673;462014;1512;Wrocław, PL;51.108978 17.032669;PL,PL;0223;wrocławski
796;1846;Fuste Polska sp. z o.o., Warszawa;4339;460031;29740;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
797;785;Madej Wróbel sp. z o.o., Ruda Śląska;1013;458558;-3595;Ruda Śląska, PL;50.273242 18.859407;Śląska,;2478;m.Zabrze
798;1020;WATIS sp. z o.o., Strzałkowo;4730;457898;9853;Strzałkowo, PL;53.794206 20.049028;PL,PL;2815;ostródzki
799;805;Link sp. z o.o., Wiązowna;4941;457811;10314;Wiązowna, PL;52.171197 21.303963;PL,PL;1417;otwocki
800;825;BBK SA, Kowale;4751;456843;46800;Kowale, PL;53.533914 23.634262;PL,PL;2011;sokólski
801;714;CEUP eService SA, Warszawa;6619;455960;93386;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
802;773;Autorud s.j., Stalowa Wola;4511;455700;14111;Stalowa Wola, PL;50.568985 22.064467;Wola,;1818;stalowowolski
803;797;Instanta sp. z o.o., Żory;1083;455598;b.d.;Żory, PL;50.045496 18.694348;PL,PL;2410;pszczyński
804;971;PH Conkret sp. z o.o., Biała Podlaska;4671;454342;1220;Biała Podlaska, PL;52.03384 23.119395;Podlaska,;0601;bialski
805;740;Wavemaker sp. z o.o., Warszawa;7311;453656;-1267;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
806;744;Stolzle Częstochowa sp. z o.o., Częstochowa;2313;452967;49878;Częstochowa, PL;50.812047 19.113213;PL,PL;2406;kłobucki
807;636;Olsa Poland sp. z o.o., Kostrzyn Nad Odrą;2740;452587;-4069;Kostrzyn Nad Odrą, PL;52.589874 14.653634;Nad;0807;sulęciński
808;851;Interprint sp. z o.o., Ozorków;1711;452127;23245;Ozorków, PL;51.96361 19.291811;PL,PL;1020;zgierski
809;913;Fabryka Kabli Elpar sp. z o.o., Parczew;2732;451064;18495;Parczew, PL;51.639 22.9;PL,PL;0615;radzyński
810;790;AIR Liquide Polska sp. z o.o., Kraków;2011;450232;52637;Kraków, PL;50.064529 19.983206;PL,PL;1206;krakowski
811;832;Borg Automotive sp. z o.o., Zduńska Wola;2932;449508;17108;Zduńska Wola, PL;51.602862 18.93332;Wola,;1003;łaski
812;726;Hilton Foods Ltd sp. z o.o., Tychy;1011;448805;4872;Tychy, PL;50.124731 18.986993;PL,PL;2477;m.Tychy
813;907;Nelro Data SA, Warszawa;4651;448740;-8069;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
814;877;Inter Land sp. z o.o. sp.k., Olsztyn;4531;448627;1715;Olsztyn, PL;53.775411 20.481225;PL,PL;2862;m.Olsztyn
815;722;Zakład Produkcji Folii Efekt Plus sp. z o.o., Rzeszów;2222;447953;18106;Rzeszów, PL;50.037453 22.004717;PL,PL;1863;m.Rzeszów
816;1023;Polmlek Raciąż sp. z o.o., Raciąż;1051;447782;1336;Raciąż, PL;52.781059 20.118111;PL,PL;1420;płoński
817;850;SAP Polska sp. z o.o., Warszawa;6201;446656;24882;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
819;730;Natura sp. z o.o., Warszawa;4775;446539;9799;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
820;673;Gilead Sciences Poland sp. z o.o., Warszawa;2120;446367;16807;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
822;396;CapGemini Polska sp. z o.o., Warszawa;6449;445000;b.d.;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
823;978;Omida Group sp. z o.o. GK, Gdańsk;4941;443901;4923;Gdańsk, PL;54.347628 18.645203;PL,PL;2261;m.Gdańsk
824;769;Mando Corporation Poland sp. z o.o., Wałbrzych;2932;443761;5670;Wałbrzych, PL;50.765905 16.282542;PL,PL;0219;świdnicki(śląskie)
825;697;Teva Pharmaceuticals Polska sp. z o.o., Warszawa;7311;443163;7125;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
826;878;Nidec Motors & Actuators sp. z o.o., Niepołomice;2932;442454;35850;Niepołomice, PL;50.033182 20.216801;PL,PL;1206;krakowski
828;874;Integrated Solutions sp. z o.o., Warszawa;4652;441603;6472;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
829;985;Payup Polska SA, Komorniki;6120;440257;142;Komorniki, PL;51.717222 19.492778;PL,PL;1006;łódzki wschodni
830;820;Fuchs Oil Corporation (PL) sp. z o.o., Gliwice;1920;439514;42893;Gliwice, PL;50.294113 18.665731;PL,PL;2405;gliwicki
831;736;Procter And Gamble Polska sp. z o.o., Warszawa;6910;438684;26361;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
832;1036;Regenersis (Warsaw) sp. z o.o., Raszyn-Janki;9512;438337;13087;Raszyn-Janki, PL;52.136883 20.899273;PL,PL;1465;m.Warszawa
833;658;Komsa Polska sp. z o.o., Wrocław;4652;438282;264;Wrocław, PL;51.108978 17.032669;PL,PL;0223;wrocławski
834;1027;Fenix Metals sp. z o.o., Chmielów;2443;438150;23548;Chmielów, PL;50.366675 20.339033;PL,PL;2608;pińczowski
835;828;A.P.N. Promise SA SG, Warszawa;4690;437936;7212;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
836;818;Microsoft sp. z o.o., Warszawa;6209;435935;40836;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
837;739;Antalis Poland sp. z o.o., Warszawa;4690;435674;-14560;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
838;869;Okręgowa Spółdzielnia Mleczarska, Włoszczowa;1051;435212;2110;Włoszczowa, PL;50.852073 19.966777;PL,PL;2602;jędrzejowski
839;775;WEPA Professional Piechowice SA, Piechowice;1722;434361;27814;Piechowice, PL;50.849296 15.591568;PL,PL;0212;lwówecki
840;792;Rosti Poland sp. z o.o., Białystok;2229;433949;4879;Białystok, PL;53.132398 23.159168;PL,PL;2002;białostocki
841;912;Spółdzielnia Mleczarska, Gostyń;1051;432026;2297;Gostyń, PL;51.884934 17.013286;PL,PL;3004;gostyński
842;723;Sokpol sp. z o.o., Myszków;1032;431411;36474;Myszków, PL;50.573648 19.321941;PL,PL;2409;myszkowski
843;814;Fresenius Kabi Polska sp. z o.o., Warszawa;2120;431095;44715;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
844;932;Velvet Care sp. z o.o., Klucze;1722;430274;24892;Klucze, PL;50.335136 19.560833;PL,PL;1212;olkuski
845;777;Zakład Mięsne Silesia SA, Katowice;1013;429811;4461;Katowice, PL;50.259899 19.021585;PL,PL;2469;m.Katowice
846;952;Cisco Systems Poland sp. z o.o., Warszawa;6202;429734;30629;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
847;863;Rockwell Automation sp. z o.o., Warszawa;2712;429166;23985;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
848;687;Thoni Alutec sp. z o.o., Stalowa Wola;2593;428578;29132;Stalowa Wola, PL;50.568985 22.064467;Wola,;1818;stalowowolski
849;1955;Homag Polska sp. z o.o., Środa Wielkopolska;4669;428150;-90103;Środa Wielkopolska, PL;52.228427 17.277827;Wielkopolska,;3025;średzki(wielkopolskie)
850;798;Veka Polska sp. z o.o., Skierniewice;2221;428148;44391;Skierniewice, PL;51.956858 20.143004;PL,PL;1063;m.Skierniewice
851;668;Amerigas Polska sp. z o.o., Warszawa;4671;427030;1890;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
852;904;Hilding Anders Polska sp. z o.o., Murowana Goślina;3103;426906;14298;Murowana Goślina, PL;52.575847 17.009791;Goślina,;3016;obornicki
853;909;Federal-Mogul Bimet SA, Gdańsk;2815;425470;74933;Gdańsk, PL;54.347628 18.645203;PL,PL;2261;m.Gdańsk
854;1953;Abadon Real Estate SA, Bielsko-Biała;7010;425237;16160;Bielsko-Biała, PL;49.822118 19.044894;PL,PL;2461;m.Bielsko-Biała
855;846;Skat Transport sp. z o.o. sp.k., GK, Gdańsk;4141;425199;11424;Gdańsk, PL;54.347628 18.645203;PL,PL;2261;m.Gdańsk
856;754;Amcor Flexibles Reflex sp. z o.o., Łódź;2222;423989;38123;Łódź, PL;51.768732 19.456991;PL,PL;1008;pabianicki
857;819;Tubądzin Management Group sp. z o.o., Ozorków;4673;423796;-1439;Ozorków, PL;51.96361 19.291811;PL,PL;1020;zgierski
858;879;Optima Logistics Group SA GK, Warszawa;5221;423699;8425;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
